SCU,nofloors,Geometry,shading,height,wwr,construction,FLOOR_1: use,FLOOR_2: use,FLOOR_3: use,FLOOR_4: use,FLOOR_5: use,FLOOR_6: use,FLOOR_7: use,FLOOR_8: use,FLOOR_9: use,FLOOR_10: use,FLOOR_11: use,FLOOR_12: use,FLOOR_13: use,FLOOR_14: use,FLOOR_15: use,FLOOR_16: use,FLOOR_17: use,FLOOR_18: use,FLOOR_19: use,FLOOR_20: use,basement_levels
52401020930005,2,"POLYGON ((532130.7299999999813735 164878.3299999999871943, 532134.8499999999767169 164880.7999999999883585, 532130.7099999999627471 164887.7600000000093132, 532129.1999999999534339 164886.8500000000058208, 532125.8000000000465661 164892.5000000000000000, 532123.2299999999813735 164890.9599999999918509, 532130.7299999999813735 164878.3299999999871943))",FALSE,6.0,0.152921603635773,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401020930006,2,"POLYGON ((532222.5000000000000000 164734.3500000000058208, 532221.0999999999767169 164731.3500000000058208, 532224.0000000000000000 164730.0499999999883585, 532222.3000000000465661 164726.2999999999883585, 532233.2500000000000000 164721.2999999999883585, 532235.4499999999534339 164726.0499999999883585, 532234.5999999999767169 164726.4500000000116415, 532236.1500000000232831 164729.8500000000058208, 532225.9499999999534339 164734.5499999999883585, 532225.2500000000000000 164733.1000000000058208, 532222.5000000000000000 164734.3500000000058208))",FALSE,6.0,0.0840534809429389,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401020930007,1,"POLYGON ((532042.5500000000465661 164870.2999999999883585, 532042.9000000000232831 164869.6799999999930151, 532042.3000000000465661 164869.3500000000058208, 532040.0500000000465661 164873.1499999999941792, 532040.9300000000512227 164873.5599999999976717, 532038.3499999999767169 164878.7500000000000000, 532041.6999999999534339 164880.3999999999941792, 532045.8499999999767169 164871.9500000000116415, 532042.5500000000465661 164870.2999999999883585))",FALSE,3.0,0.0933127962085308,uninsulated,Dwell,,,,,,,,,,,,,,,,,,,,0
52401020930008,2,"POLYGON ((532053.6999999999534339 164873.8999999999941792, 532050.8499999999767169 164872.2500000000000000, 532048.9000000000232831 164875.5499999999883585, 532047.0500000000465661 164874.5000000000000000, 532043.1999999999534339 164881.1499999999941792, 532044.0000000000000000 164881.6000000000058208, 532043.5000000000000000 164882.4500000000116415, 532045.7500000000000000 164883.7500000000000000, 532046.2500000000000000 164882.9500000000116415, 532047.8299999999580905 164883.8599999999860302, 532049.9000000000232831 164885.0499999999883585, 532049.4000000000232831 164885.8500000000058208, 532051.3000000000465661 164886.8999999999941792, 532051.7500000000000000 164886.1499999999941792, 532052.5300000000279397 164886.5799999999871943, 532052.5799999999580905 164886.4899999999906868, 532056.4000000000232831 164879.9500000000116415, 532054.7500000000000000 164879.0000000000000000, 532056.6999999999534339 164875.6499999999941792, 532053.6999999999534339 164873.8999999999941792))",FALSE,6.0,0.0670347554247885,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401020930009,2,"POLYGON ((532198.7800000000279397 164746.3099999999976717, 532201.5000000000000000 164747.2999999999883585, 532205.0500000000465661 164737.8500000000058208, 532203.5999999999767169 164737.2999999999883585, 532202.7500000000000000 164735.7000000000116415, 532201.1500000000232831 164736.3999999999941792, 532200.1500000000232831 164736.0000000000000000, 532199.3000000000465661 164734.4500000000116415, 532197.6999999999534339 164735.1499999999941792, 532196.3000000000465661 164734.6499999999941792, 532194.5600000000558794 164739.2399999999906868, 532185.4000000000232831 164735.7500000000000000, 532181.8000000000465661 164745.2999999999883585, 532184.5999999999767169 164746.3699999999953434, 532185.8499999999767169 164746.8500000000058208, 532186.7500000000000000 164744.3500000000058208, 532187.9000000000232831 164744.7999999999883585, 532186.9499999999534339 164747.2500000000000000, 532186.4499999999534339 164748.6499999999941792, 532187.6500000000232831 164749.1000000000058208, 532188.1500000000232831 164747.7200000000011642, 532190.9499999999534339 164748.7999999999883585, 532192.7399999999906868 164744.0700000000069849, 532195.2099999999627471 164744.9899999999906868, 532194.6700000000419095 164746.3699999999953434, 532195.9000000000232831 164746.7999999999883585, 532197.0999999999767169 164747.2500000000000000, 532198.2500000000000000 164747.7000000000116415, 532198.7800000000279397 164746.3099999999976717))",FALSE,6.0,0.100197847213143,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401020930010,2,"POLYGON ((532083.9000000000232831 164609.5499999999883585, 532082.5999999999767169 164608.9500000000116415, 532084.5999999999767169 164604.5000000000000000, 532083.7500000000000000 164604.1499999999941792, 532083.3000000000465661 164603.0499999999883585, 532081.5999999999767169 164602.2999999999883585, 532080.8000000000465661 164602.7000000000116415, 532073.6500000000232831 164599.3999999999941792, 532071.1500000000232831 164605.0000000000000000, 532069.9499999999534339 164605.2000000000116415, 532069.0999999999767169 164607.1499999999941792, 532069.6500000000232831 164608.0000000000000000, 532067.3499999999767169 164613.0000000000000000, 532075.4000000000232831 164616.6499999999941792, 532074.4000000000232831 164618.7999999999883585, 532080.6500000000232831 164621.6499999999941792, 532082.6999999999534339 164617.2500000000000000, 532080.8000000000465661 164616.3999999999941792, 532083.0100000000093132 164611.5100000000093132, 532084.8000000000465661 164612.3500000000058208, 532085.6999999999534339 164610.4500000000116415, 532083.9000000000232831 164609.5499999999883585))",FALSE,6.0,0.176359464950347,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401020930011,3,"POLYGON ((532039.7199999999720603 164696.2200000000011642, 532037.8000000000465661 164692.6499999999941792, 532040.2500000000000000 164691.3500000000058208, 532040.4000000000232831 164690.4500000000116415, 532038.2500000000000000 164686.5499999999883585, 532034.0000000000000000 164688.8500000000058208, 532034.3000000000465661 164689.4500000000116415, 532033.1999999999534339 164690.0499999999883585, 532033.7500000000000000 164691.0499999999883585, 532027.9499999999534339 164694.2000000000116415, 532029.0999999999767169 164696.3500000000058208, 532028.0500000000465661 164696.8999999999941792, 532030.3699999999953434 164701.1799999999930151, 532032.6999999999534339 164705.5000000000000000, 532033.6500000000232831 164705.0000000000000000, 532034.8000000000465661 164707.1499999999941792, 532040.4499999999534339 164704.1000000000058208, 532041.3000000000465661 164705.7000000000116415, 532042.1999999999534339 164705.2000000000116415, 532042.5000000000000000 164705.7000000000116415, 532047.0000000000000000 164703.2500000000000000, 532045.0999999999767169 164699.7000000000116415, 532043.8000000000465661 164699.1499999999941792, 532041.9000000000232831 164700.2500000000000000, 532039.7199999999720603 164696.2200000000011642))",FALSE,9.0,0.08981851755881330,uninsulated,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,0
52401020930012,2,"POLYGON ((532107.7500000000000000 164910.6000000000058208, 532115.0999999999767169 164915.0000000000000000, 532110.5899999999674037 164922.5899999999965075, 532103.2500000000000000 164918.2099999999918509, 532107.7500000000000000 164910.6000000000058208))",FALSE,6.0,0.23956356582882,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401020930013,4,"POLYGON ((532214.4499999999534339 164692.3800000000046566, 532213.1400000000139698 164690.2099999999918509, 532214.9499999999534339 164689.1000000000058208, 532211.4000000000232831 164683.2999999999883585, 532197.7500000000000000 164691.6499999999941792, 532201.4000000000232831 164697.5000000000000000, 532200.6500000000232831 164697.9500000000116415, 532202.7500000000000000 164701.3500000000058208, 532204.9000000000232831 164704.7500000000000000, 532206.6500000000232831 164707.6000000000058208, 532210.8699999999953434 164705.0000000000000000, 532212.2099999999627471 164707.1499999999941792, 532208.6600000000325963 164709.3299999999871943, 532209.7099999999627471 164711.0400000000081491, 532211.6999999999534339 164714.2699999999895226, 532212.2099999999627471 164715.0899999999965075, 532214.9000000000232831 164713.4400000000023283, 532217.6600000000325963 164711.7399999999906868, 532220.3599999999860302 164710.0799999999871943, 532223.1600000000325963 164708.3599999999860302, 532225.8599999999860302 164706.6900000000023283, 532225.3399999999674037 164705.8699999999953434, 532223.3499999999767169 164702.6900000000023283, 532222.2800000000279397 164700.9800000000104774, 532222.9000000000232831 164700.6000000000058208, 532216.9499999999534339 164690.8500000000058208, 532214.4499999999534339 164692.3800000000046566))",FALSE,12.0,0.122975190717353,uninsulated,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,0
52401020930014,3,"POLYGON ((532142.6999999999534339 164744.5000000000000000, 532139.4499999999534339 164748.6499999999941792, 532138.0999999999767169 164747.5499999999883585, 532133.8499999999767169 164752.9500000000116415, 532126.0000000000000000 164746.7000000000116415, 532133.5000000000000000 164737.2500000000000000, 532142.6999999999534339 164744.5000000000000000))",FALSE,9.0,0.0674750451563836,uninsulated,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,0
52401020930015,2,"POLYGON ((532085.5000000000000000 164817.2000000000116415, 532096.7900000000372529 164822.9400000000023283, 532094.8000000000465661 164826.8500000000058208, 532087.1500000000232831 164822.9500000000116415, 532087.8000000000465661 164821.6499999999941792, 532084.1500000000232831 164819.8500000000058208, 532085.5000000000000000 164817.2000000000116415))",FALSE,6.0,0.1471998809364820,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401020930016,2,"POLYGON ((532141.0500000000465661 164916.1499999999941792, 532141.4000000000232831 164915.5499999999883585, 532139.1500000000232831 164914.2500000000000000, 532138.1600000000325963 164916.0299999999988358, 532140.3499999999767169 164917.3200000000069849, 532150.5100000000093132 164923.2799999999988358, 532152.5999999999767169 164919.8500000000058208, 532150.7600000000093132 164918.7799999999988358, 532146.0100000000093132 164916.0000000000000000, 532145.3000000000465661 164917.2000000000116415, 532142.5999999999767169 164915.5499999999883585, 532141.9000000000232831 164916.7000000000116415, 532141.0500000000465661 164916.1499999999941792))",FALSE,6.0,0.1471998809364820,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401020930017,2,"POLYGON ((532245.4000000000232831 164752.4500000000116415, 532248.2500000000000000 164763.1000000000058208, 532241.0000000000000000 164765.1000000000058208, 532240.7500000000000000 164764.2999999999883585, 532239.7500000000000000 164764.5499999999883585, 532239.3499999999767169 164763.2500000000000000, 532236.5000000000000000 164764.0000000000000000, 532234.6999999999534339 164757.3999999999941792, 532238.5000000000000000 164756.3999999999941792, 532237.9799999999813735 164754.4700000000011642, 532245.4000000000232831 164752.4500000000116415))",FALSE,6.0,0.0577493614203273,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401020930018,3,"POLYGON ((532073.1600000000325963 164887.0199999999895226, 532073.7199999999720603 164886.0700000000069849, 532071.4000000000232831 164884.6900000000023283, 532068.6199999999953434 164881.7399999999906868, 532065.3599999999860302 164879.7900000000081491, 532062.1800000000512227 164877.8900000000139698, 532061.5200000000186265 164879.0100000000093132, 532059.3599999999860302 164878.4200000000128057, 532057.9599999999627471 164880.8500000000058208, 532057.2700000000186265 164880.4500000000116415, 532056.4000000000232831 164879.9500000000116415, 532052.5799999999580905 164886.4899999999906868, 532053.2700000000186265 164886.8999999999941792, 532052.9599999999627471 164887.4200000000128057, 532053.7399999999906868 164887.8800000000046566, 532053.3299999999580905 164888.5599999999976717, 532054.1899999999441206 164889.0799999999871943, 532057.8499999999767169 164891.3800000000046566, 532058.8000000000465661 164891.9400000000023283, 532059.2099999999627471 164891.2500000000000000, 532060.0699999999487773 164891.7600000000093132, 532060.7299999999813735 164890.6400000000139698, 532061.9899999999906868 164891.3900000000139698, 532061.0999999999767169 164892.9500000000116415, 532071.8800000000046566 164899.3500000000058208, 532076.8000000000465661 164891.0499999999883585, 532077.6199999999953434 164889.6799999999930151, 532077.2800000000279397 164889.4800000000104774, 532073.1600000000325963 164887.0199999999895226))",FALSE,9.0,0.267082243152164,uninsulated,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,0
52401020930019,3,"POLYGON ((532036.0999999999767169 164719.9800000000104774, 532032.1500000000232831 164719.9500000000116415, 532032.1999999999534339 164717.5499999999883585, 532035.4499999999534339 164717.4500000000116415, 532033.8000000000465661 164709.7999999999883585, 532043.1500000000232831 164707.6900000000023283, 532047.0999999999767169 164706.7999999999883585, 532048.5500000000465661 164713.2000000000116415, 532049.8000000000465661 164713.7999999999883585, 532049.9499999999534339 164714.8500000000058208, 532051.6999999999534339 164714.7000000000116415, 532051.5000000000000000 164710.3999999999941792, 532055.9000000000232831 164710.0000000000000000, 532056.2500000000000000 164716.0499999999883585, 532050.4499999999534339 164716.5499999999883585, 532050.5999999999767169 164717.3999999999941792, 532049.8499999999767169 164718.1499999999941792, 532044.5400000000372529 164719.1900000000023283, 532040.6999999999534339 164720.0100000000093132, 532036.0999999999767169 164719.9800000000104774))",FALSE,9.0,0.1471998809364820,uninsulated,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,0
52401020930020,2,"POLYGON ((532086.8000000000465661 164808.2799999999988358, 532088.0500000000465661 164805.7999999999883585, 532094.2500000000000000 164808.9500000000116415, 532094.9000000000232831 164807.6499999999941792, 532102.5999999999767169 164811.5000000000000000, 532100.5899999999674037 164815.4599999999918509, 532086.8000000000465661 164808.2799999999988358))",FALSE,6.0,0.124595048258497,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
52401020930021,2,"POLYGON ((532111.7299999999813735 164598.0400000000081491, 532109.8000000000465661 164597.2000000000116415, 532108.2800000000279397 164600.8399999999965075, 532101.2500000000000000 164597.7999999999883585, 532104.2500000000000000 164590.7500000000000000, 532107.5500000000465661 164592.1499999999941792, 532107.8000000000465661 164591.5000000000000000, 532113.3900000000139698 164593.8999999999941792, 532111.7299999999813735 164598.0400000000081491))",FALSE,6.0,0.227298261238337,uninsulated,Dwell,Dwell,,,,,,,,,,,,,,,,,,,0
